Date,Close,High,Low,Open,Vol,Session
2002-04-05,10290.0,10340.0,10222.0,10246.0,4234.0,
2002-04-08,10268.0,10280.0,10105.0,10277.0,4407.0,
2002-04-09,10222.0,10311.0,10205.0,10290.0,6189.0,
2002-04-10,10383.0,10399.0,10215.0,10229.0,6372.0,
2002-04-11,10170.0,10378.0,10158.0,10378.0,5387.0,
2002-04-12,10194.0,10240.0,10140.0,10210.0,6740.0,
2002-04-15,10093.0,10230.0,10068.0,10196.0,4122.0,
2002-04-16,10304.0,10344.0,10132.0,10141.0,5340.0,
2002-04-17,10228.0,10338.0,10185.0,10309.0,4857.0,
2002-04-18,10175.0,10272.0,10040.0,10238.0,4241.0,
2002-04-19,10252.0,10274.0,10140.0,10140.0,3306.0,
2002-04-22,10135.0,10263.0,10111.0,10247.0,7043.0,
2002-04-23,10095.0,10177.0,10065.0,10148.0,6065.0,
2002-04-24,10020.0,10161.0,10015.0,10115.0,8117.0,
2002-04-25,10042.0,10045.0,9919.0,10015.0,4615.0,
2002-04-26,9865.0,10077.0,9860.0,10036.0,5401.0,
2002-04-29,9818.0,9933.0,9806.0,9907.0,6327.0,
2002-04-30,9930.0,10003.0,9817.0,9836.0,6247.0,
2002-05-01,10070.0,10081.0,9820.0,9963.0,4509.0,
2002-05-02,10090.0,10114.0,10029.0,10076.0,5546.0,
2002-05-03,9986.0,10108.0,9920.0,10074.0,5290.0,
2002-05-06,9790.0,10018.0,9781.0,10004.0,6603.0,
2002-05-07,9800.0,9920.0,9790.0,9800.0,8012.0,
2002-05-08,10115.0,10148.0,9871.0,9875.0,6699.0,
2002-05-09,10033.0,10134.0,10008.0,10127.0,5086.0,
2002-05-10,9930.0,9933.0,9933.0,9933.0,5584.0,
2002-05-13,10105.0,10111.0,9915.0,9938.0,5805.0,
2002-05-14,10291.0,10297.0,10089.0,10110.0,7445.0,
2002-05-15,10265.0,10349.0,10220.0,10291.0,6459.0,
2002-05-16,10293.0,10319.0,10228.0,10267.0,3860.0,
2002-05-17,10337.0,10364.0,10256.0,10333.0,5071.0,
2002-05-20,10240.0,10335.0,10210.0,10335.0,5373.0,
2002-05-21,10123.0,10285.0,10087.0,10232.0,6804.0,
2002-05-22,10152.0,10159.0,10062.0,10135.0,5867.0,
2002-05-23,10220.0,10228.0,10086.0,10127.0,4769.0,
2002-05-24,10093.0,10245.0,10085.0,10221.0,7196.0,
2002-05-28,10003.0,10143.0,9965.0,10125.0,6608.0,
2002-05-29,9925.0,9998.0,9915.0,9995.0,8621.0,
2002-05-30,9921.0,9967.0,9801.0,9940.0,5173.0,
2002-05-31,9905.0,10047.0,9889.0,9935.0,7626.0,
2002-06-03,9683.0,9990.0,9678.0,9899.0,10168.0,
2002-06-04,9700.0,9750.0,9593.0,9700.0,6210.0,
2002-06-05,9805.0,9812.0,9688.0,9735.0,6595.0,
2002-06-06,9630.0,9821.0,9510.0,9800.0,6285.0,
2002-06-07,9590.0,9641.0,9468.0,9546.0,7694.0,
2002-06-10,9654.0,9718.0,9560.0,9614.0,7581.0,
2002-06-11,9525.0,9764.0,9505.0,9642.0,8481.0,
2002-06-12,9622.0,9633.0,9448.0,9546.0,1710.0,
2002-06-13,9514.0,9655.0,9488.0,9652.0,667.0,
2002-06-14,9480.0,9505.0,9250.0,9505.0,315.0,
2002-06-17,9681.0,9697.0,9513.0,9515.0,165.0,
2002-06-18,9756.0,9720.0,9641.0,9651.0,105.0,
2002-06-19,9563.0,9736.0,9541.0,9640.0,152.0,
2002-06-20,9423.0,9563.0,9405.0,9555.0,8120.0,
2002-06-21,9267.0,9480.0,9205.0,9420.0,13579.0,
2002-06-24,9310.0,9382.0,9070.0,9270.0,9588.0,
2002-06-25,9105.0,9405.0,9100.0,9338.0,8572.0,
2002-06-26,9115.0,9171.0,8864.0,9000.0,7884.0,
2002-06-27,9266.0,9278.0,9025.0,9140.0,3833.0,
2002-06-28,9230.0,9360.0,9222.0,9289.0,5200.0,
2002-07-01,9096.0,9324.0,9088.0,9225.0,5132.0,
2002-07-02,9010.0,9141.0,8958.0,9076.0,5684.0,
2002-07-03,9047.0,9070.0,8893.0,9025.0,2965.0,
2002-07-05,9392.0,9412.0,9050.0,9052.0,4999.0,
2002-07-08,9278.0,9393.0,9237.0,9393.0,5063.0,
2002-07-09,9098.0,9324.0,9077.0,9295.0,6867.0,
2002-07-10,8795.0,9172.0,8775.0,9096.0,8689.0,
2002-07-11,8797.0,8858.0,8597.0,8803.0,6930.0,
2002-07-12,8648.0,8879.0,8590.0,8830.0,11583.0,
2002-07-15,8662.0,8689.0,8232.0,8636.0,7363.0,
2002-07-16,8473.0,8664.0,8395.0,8662.0,9272.0,
2002-07-17,8525.0,8721.0,8402.0,8439.0,7452.0,
2002-07-18,8365.0,8630.0,8341.0,8520.0,8843.0,
2002-07-19,7998.0,8356.0,7948.0,8351.0,13743.0,
2002-07-22,7785.0,8113.0,7698.0,7920.0,10119.0,
2002-07-23,7698.0,7950.0,7646.0,7815.0,12974.0,
2002-07-24,8205.0,8230.0,7460.0,7685.0,11207.0,
2002-07-25,8170.0,8306.0,7918.0,8200.0,6928.0,
2002-07-26,8267.0,8273.0,8084.0,8170.0,8746.0,
2002-07-29,8665.0,8711.0,8277.0,8290.0,9778.0,
2002-07-30,8694.0,8757.0,8530.0,8645.0,10510.0,
2002-07-31,8705.0,8770.0,8523.0,8660.0,10082.0,
2002-08-01,8478.0,8706.0,8452.0,8687.0,9153.0,
2002-08-02,8300.0,8493.0,8185.0,8460.0,10592.0,
2002-08-05,8037.0,8302.0,8011.0,8295.0,10584.0,
2002-08-06,8285.0,8413.0,7980.0,8022.0,11966.0,
2002-08-07,8440.0,8460.0,8205.0,8325.0,11639.0,
2002-08-08,8695.0,8709.0,8414.0,8440.0,8097.0,
2002-08-09,8725.0,8791.0,8562.0,8675.0,6530.0,
2002-08-12,8670.0,8721.0,8567.0,8721.0,6899.0,
2002-08-13,8480.0,8738.0,8454.0,8675.0,10920.0,
2002-08-14,8720.0,8751.0,8350.0,8482.0,12381.0,
2002-08-15,8807.0,8858.0,8682.0,8720.0,6414.0,
2002-08-16,8765.0,8837.0,8705.0,8775.0,7477.0,
2002-08-19,8967.0,8997.0,8700.0,8830.0,6202.0,
2002-08-20,8885.0,8974.0,8815.0,8951.0,10128.0,
2002-08-21,8975.0,8985.0,8799.0,8884.0,7896.0,
2002-08-22,9040.0,9081.0,8927.0,8987.0,6746.0,
2002-08-23,8868.0,9075.0,8823.0,9075.0,8119.0,
2002-08-26,8910.0,8955.0,8753.0,8875.0,9385.0,
2002-08-27,8835.0,9024.0,8779.0,8900.0,6879.0,
2002-08-28,8682.0,8854.0,8639.0,8845.0,7858.0,
2002-08-29,8653.0,8744.0,8557.0,8690.0,6415.0,
2002-08-30,8633.0,8784.0,8594.0,8650.0,13957.0,
2002-09-03,8298.0,8580.0,8289.0,8568.0,10378.0,
2002-09-04,8390.0,8455.0,8279.0,8297.0,10561.0,
2002-09-05,8313.0,8386.0,8209.0,8378.0,9706.0,
2002-09-06,8433.0,8480.0,8292.0,8292.0,10758.0,
2002-09-09,8492.0,8559.0,8313.0,8428.0,12006.0,
2002-09-10,8620.0,8628.0,8496.0,8498.0,8989.0,
2002-09-11,8552.0,8760.0,8540.0,8630.0,2872.0,
2002-09-12,8393.0,8570.0,8350.0,8558.0,2506.0,
2002-09-13,8327.0,8388.0,8249.0,8359.0,889.0,
2002-09-16,8392.0,8398.0,8267.0,8333.0,1128.0,
2002-09-17,8195.0,8600.0,8143.0,8535.0,1394.0,
2002-09-18,8111.0,8261.0,8050.0,8137.0,811.0,
2002-09-19,7931.0,8113.0,7925.0,8098.0,11185.0,
2002-09-20,7945.0,7994.0,7893.0,7922.0,14919.0,
2002-09-23,7865.0,7970.0,7760.0,7915.0,15174.0,
2002-09-24,7678.0,7860.0,7636.0,7853.0,16823.0,
2002-09-25,7847.0,7879.0,7604.0,7640.0,13772.0,
2002-09-26,7952.0,7994.0,7820.0,7832.0,13189.0,
2002-09-27,7663.0,7960.0,7656.0,7943.0,19696.0,
2002-09-30,7570.0,7667.0,7429.0,7650.0,18422.0,
2002-10-01,7972.0,7985.0,7530.0,7563.0,19016.0,
2002-10-02,7765.0,7957.0,7710.0,7952.0,17830.0,
2002-10-03,7708.0,7903.0,7667.0,7735.0,18696.0,
2002-10-04,7550.0,7813.0,7447.0,7733.0,19524.0,
2002-10-07,7443.0,7621.0,7388.0,7521.0,27046.0,
2002-10-08,7510.0,7610.0,7310.0,7461.0,28684.0,
2002-10-09,7280.0,7525.0,7253.0,7512.0,26273.0,
2002-10-10,7505.0,7543.0,7174.0,7263.0,21781.0,
2002-10-11,7862.0,7885.0,7461.0,7486.0,16256.0,
2002-10-14,7858.0,7898.0,7734.0,7825.0,25833.0,
2002-10-15,8252.0,8260.0,7863.0,7872.0,22541.0,
2002-10-16,8038.0,8260.0,7990.0,8164.0,17626.0,
2002-10-17,8255.0,8360.0,8140.0,8153.0,16736.0,
2002-10-18,8295.0,8350.0,8126.0,8321.0,18177.0,
2002-10-21,8515.0,8539.0,8210.0,8285.0,18561.0,
2002-10-22,8445.0,8478.0,8356.0,8477.0,21982.0,
2002-10-23,8492.0,8522.0,8276.0,8424.0,19728.0,
2002-10-24,8275.0,8558.0,8252.0,8520.0,15899.0,
2002-10-25,8440.0,8442.0,8237.0,8267.0,17989.0,
2002-10-28,8378.0,8543.0,8305.0,8450.0,22063.0,
2002-10-29,8346.0,8383.0,8163.0,8374.0,20707.0,
2002-10-30,8410.0,8446.0,8288.0,8352.0,19724.0,
2002-10-31,8350.0,8485.0,8315.0,8390.0,15858.0,
2002-11-01,8490.0,8550.0,8283.0,8336.0,17020.0,
2002-11-04,8542.0,8720.0,8532.0,8575.0,18394.0,
2002-11-05,8648.0,8676.0,8517.0,8545.0,20877.0,
2002-11-06,8767.0,8785.0,8566.0,8682.0,18414.0,
2002-11-07,8574.0,8729.0,8526.0,8729.0,16820.0,
2002-11-08,8495.0,8658.0,8480.0,8588.0,10794.0,
